date,tournament,team1,team2,picks1,picks2,bans1,bans2,winner
2025-03-16,GCS 2025 Spring GS,ONE,ANK,"Marja,Eland'orr,Liliana,Valhein,Toro","Qi,Bolt Baron,Natalya,Fennik,Enzo","Rouie,TeeMee,Iggy,Raz","Maloch,Stuart,Florentino,Omen",ONE
2025-03-16,RPL 2025 Summer - GS,KOG,HD,"Skud,Eland'orr,Ignis,Fennik,TeeMee","Riktor,Marja,Iggy,Valhein,Arduin","Billow,Rouie,Ming,Y'bneth","Stuart,Florentino,Enzo,Aoi",KOG
2025-03-16,RPL 2025 Summer - GS,KOG,HD,"Qi,Billow,Liliana,Violet,Y'bneth","Florentino,Bolt Baron,Mganga,Fennik,Enzo","Maloch,Rouie,Roxie,Omen","Valhein,Stuart,Krizzix,TeeMee",KOG
2025-03-16,RPL 2025 Summer - GS,KOG,HD,"Omen,Keera,Maloch,Capheny,Dolia","Skud,Eland'orr,Liliana,Hayate,Alice","Rouie,Marja,Florentino,Roxie","Valhein,Billow,Bolt Baron,Mina",KOG
2025-03-16,RPL 2025 Summer - GS,KOG,HD,"Yena,Marja,Rouie,Hayate,Arduin","Ryoma,Keera,Raz,Stuart,TeeMee","Maloch,Eland'orr,Enzo,Qi","Valhein,Billow,Omen,Bolt Baron",HD
2025-03-16,GCS 2025 Spring GS,BMG,HKA,"Marja,Aoi,Iggy,Stuart,Baldum","Billow,Keera,Liliana,Violet,TeeMee","Eland'orr,Valhein,Raz,Capheny","Rouie,Bolt Baron,Omen,Qi",HKA
2025-03-16,GCS 2025 Spring GS,BMG,HKA,"Billow,Kriknak,Maloch,Capheny,Dolia","Omen,Errol,Rouie,Hayate,Roxie","Bolt Baron,Marja,Keera,Aoi","Eland'orr,Fennik,Qi,Florentino",HKA
2025-03-16,GCS 2025 Spring GS,BMG,HKA,"Biron,Keera,Raz,Valhein,Krizzix","Yena,Nakroth,Alice,Fennik,Maloch","Bolt Baron,Marja,Aoi,Zill","Eland'orr,Enzo,Omen,Qi",HKA
2025-03-16,RPL 2025 Summer - GS,PSG,eA,"Yena,Billow,Zata,Violet,Omega","Qi,Fennik,Aleister,Murad,Arduin","Bolt Baron,Eland'orr,Rouie,Ignis","Valhein,TeeMee,Xeniel,Ming",eA
2025-03-16,RPL 2025 Summer - GS,PSG,eA,"Mina,Keera,Natalya,Hayate,Thane","Riktor,Zuka,Iggy,Capheny,Krizzix","Bolt Baron,Rouie,Yena,Qi","Valhein,Billow,Elsu,Grakk",eA
2025-03-16,RPL 2025 Summer - GS,PSG,eA,"Florentino,Marja,Ignis,Stuart,Enzo","Hayate,Ryoma,Alice,Valhein,Maloch","Dolia,Bolt Baron,Airi,Murad","Billow,Eland'orr,Raz,Roxie",PSG
2025-03-16,RPL 2025 Summer - GS,PSG,eA,"Omen,Bolt Baron,Rouie,Capheny,Y'bneth","Marja,Keera,Raz,Tel'Annas,TeeMee","Valhein,Maloch,Mina,Yena","Billow,Eland'orr,Stuart,Hayate",PSG
2025-03-16,RPL 2025 Summer - GS,PSG,eA,"Qi,Zill,Maloch,Fennik,Dolia","Florentino,Billow,Liliana,Stuart,Roxie","Eland'orr,Bolt Baron,Raz,Lauriel","Valhein,Marja,Alice,Hayate",eA
2025-03-15,RPL 2025 Summer - GS,BAC,FS,"Murad,Sephera,Natalya,Stuart,Maloch","Florentino,Keera,Rouie,Valhein,Roxie","Bolt Baron,Marja,Ming,Aleister","Billow,Eland'orr,Alice,Raz",FS
2025-03-15,RPL 2025 Summer - GS,BAC,FS,"Omen,Fennik,Liliana,Marja,Rouie","Yena,Eland'orr,Raz,Hayate,TeeMee","Bolt Baron,Maloch,Florentino,Roxie","Billow,Valhein,Bonnie,Mina",FS
2025-03-15,RPL 2025 Summer - GS,BAC,FS,"Skud,Bolt Baron,Diao Chan,Capheny,Enzo","Qi,Billow,Liliana,Stuart,Arduin","Maloch,Raz,Marja,Murad","Valhein,Rouie,Roxie,Florentino",FS
2025-03-15,GCS 2025 Spring GS,FW,ONE,"Biron,Billow,Illumia,Hayate,Maloch","Airi,Aoi,Tulen,Capheny,TeeMee","Rouie,Bolt Baron,Raz,Alice","Marja,Valhein,Omen,Mina",FW
2025-03-15,GCS 2025 Spring GS,FW,ONE,"Yena,Zill,Yue,Stuart,Enzo","Riktor,Keera,Liliana,Elsu,Maloch","Bolt Baron,Billow,Alice,Florentino","Rouie,TeeMee,Iggy,Raz",FW
2025-03-15,GCS 2025 Spring GS,FW,ONE,"Qi,Bolt Baron,Ignis,Fennik,Y'bneth","Marja,Eland'orr,Iggy,Valhein,Baldum","TeeMee,Rouie,Roxie,Thane","Maloch,Stuart,Enzo,Omen",FW
2025-03-15,RPL 2025 Summer - GS,BRU,PSG,"Charlotte,Billow,Ignis,Stuart,Wiro Sableng","Skud,Keera,Raz,Valhein,Arum","Marja,Maloch,Zata,Liliana","Enzo,Fennik,Dolia,Florentino",BRU
2025-03-15,RPL 2025 Summer - GS,BRU,PSG,"Qi,Eland'orr,Maloch,Hayate,Alice","Yena,Aoi,Yue,Stuart,Dolia","Valhein,Billow,Raz,Zata","Enzo,Rouie,Bolt Baron,Skud",BRU
2025-03-15,RPL 2025 Summer - GS,BRU,PSG,"Marja,Keera,Raz,Violet,TeeMee","Ryoma,Bolt Baron,Rouie,Fennik,Omega","Maloch,Dolia,Omen,Qi","Valhein,Enzo,Billow,Capheny",BRU
2025-03-15,GCS 2025 Spring GS,HKA,DCG,"Bolt Baron,Zuka,Raz,Teeri,TeeMee","Marja,Wonder Woman,Bonnie,Eland'orr,Toro","Maloch,Stuart,Omen,Fennik","Rouie,Valhein,Hayate,Violet",HKA
2025-03-15,GCS 2025 Spring GS,HKA,DCG,"Airi,Keera,Ignis,Stuart,Thane","Qi,Billow,Iggy,Erin,Arduin","Bolt Baron,Marja,Elsu,Violet","Rouie,Eland'orr,Florentino,Omen",HKA
2025-03-15,GCS 2025 Spring GS,HKA,DCG,"Riktor,Fennik,Alice,Slimz,Maloch","Yena,Yan,Rouie,Hayate,Roxie","Eland'orr,Billow,Omen,Aoi","Bolt Baron,Marja,Valhein,Keera",DCG
2025-03-15,GCS 2025 Spring GS,HKA,DCG,"Skud,Aoi,Mganga,Capheny,Toro","Riktor,Keera,Raz,Valhein,Baldum","Bolt Baron,TeeMee,Roxie,Thane","Maloch,Rouie,Omen,Florentino",HKA
2025-03-15,RPL 2025 Summer - GS,TLN,KOG,"Omen,Marja,Murad,Capheny,Arduin","Roxie,Eland'orr,Sephera,Bolt Baron,Dolia","Rouie,Florentino,Alice,Diao Chan","Billow,Maloch,Ming,Zip",KOG
2025-03-15,RPL 2025 Summer - GS,TLN,KOG,"TeeMee,Keera,Liliana,Valhein,Helen","Yena,Marja,Iggy,Elsu,Baldum","Rouie,Fennik,Aoi,Florentino","Billow,Maloch,Murad,Skud",TLN
2025-03-15,RPL 2025 Summer - GS,TLN,KOG,"Riktor,Eland'orr,Rouie,Stuart,Enzo","Mina,Keera,Raz,Valhein,Y'bneth","Florentino,Grakk,Yena,Zip","Billow,Maloch,Omen,Marja",KOG
2025-03-15,RPL 2025 Summer - GS,TLN,KOG,"Ryoma,Nakroth,Natalya,Elsu,Aya","Maloch,Zuka,Ignis,Hayate,Enzo","Marja,Keera,Eland'orr,Omen","Billow,Rouie,Murad,Florentino",TLN
2025-03-15,RPL 2025 Summer - GS,TLN,KOG,"Yena,Bolt Baron,Raz,Violet,Xeniel","Qi,Billow,Liliana,Stuart,Arduin","Maloch,Hayate,Florentino,Dolia","Valhein,Marja,Enzo,TeeMee",KOG
2025-03-14,RPL 2025 Summer - GS,HD,BRU,"Yena,Keera,Krixi,Hayate,Enzo","Omen,Fennik,Rouie,Capheny,Arduin","Stuart,Bolt Baron,TeeMee,Marja","Valhein,Billow,Natalya,Diao Chan",BRU
2025-03-14,RPL 2025 Summer - GS,HD,BRU,"Ryoma,Marja,Raz,Stuart,Dolia","Skud,Eland'orr,Maloch,Hayate,Alice","Valhein,Bolt Baron,Qi,Murad","Billow,Enzo,Omen,Aoi",BRU
2025-03-14,RPL 2025 Summer - GS,HD,BRU,"Riktor,Bolt Baron,Ignis,Capheny,TeeMee","Yena,Billow,Liliana,Tel'Annas,Enzo","Maloch,Eland'orr,Raz,Skud","Valhein,Marja,Yue,Qi",BRU
2025-03-09,AOG Spring 2025 GS1,FL,SGP,"Bolt Baron,Yan,Ignis,Hayate,TeeMee","Marja,Enzo,Tulen,Capheny,Ming","Rouie,Stuart,Liliana,Iggy","Raz,Billow,Ryoma,Qi",SGP
2025-03-09,AOG Spring 2025 GS1,FL,SGP,"Skud,Eland'orr,Liliana,Valhein,Dolia","Qi,Billow,Krixi,Fennik,Maloch","Rouie,Stuart,Murad,Alice","Raz,Enzo,Florentino,Roxie",SGP
2025-03-09,AOG Spring 2025 GS1,FL,SGP,"Riktor,Keera,Rouie,Fennik,Baldum","Yena,Nakroth,Raz,Valhein,Zip","Billow,Maloch,Ming,Grakk","TeeMee,Enzo,Toro,Marja",SGP
2025-03-09,AOG Spring 2025 GS1,FL,SGP,"Murad,Wonder Woman,Iggy,Elsu,Arduin","Skud,Aoi,Kahlii,Slimz,TeeMee","Valhein,Marja,Raz,Florentino","Rouie,Enzo,Roxie,Qi",FL
2025-03-09,RPL 2025 Summer - GS,HD,eA,"Florentino,Aoi,Tulen,Elsu,Xeniel","Airi,Fennik,Aleister,Murad,Maloch","Bolt Baron,Valhein,Dolia,Rouie","Marja,Stuart,Roxie,Thane",eA
2025-03-09,RPL 2025 Summer - GS,HD,eA,"Riktor,Keera,Krixi,Hayate,Grakk","Yena,Billow,Liliana,Eland'orr,Alice","Valhein,Bolt Baron,Dolia,Yue","Stuart,Marja,Qi,Omen",HD
2025-03-09,RPL 2025 Summer - GS,HD,eA,"Yena,Eland'orr,Rouie,Capheny,Omega","Skud,Zuka,Raz,Hayate,Krizzix","Bolt Baron,Billow,Kriknak,Murad","Marja,Valhein,Omen,Qi",eA
2025-03-09,RPL 2025 Summer - GS,HD,eA,"Murad,Billow,Raz,Fennik,TeeMee","Mina,Marja,Tulen,Stuart,Enzo","Valhein,Bolt Baron,Omen,Skud","Keera,Maloch,Hayate,Qi",HD
2025-03-09,RPL 2025 Summer - GS,HD,eA,"Ryoma,Bolt Baron,Ignis,Violet,Enzo","Riktor,Keera,Iggy,Capheny,TeeMee","Maloch,Billow,Omen,Skud","Valhein,Marja,Stuart,Elsu",eA
2025-03-09,GCS 2025 Spring GS,FW,BMG,"Ryoma,Billow,Krixi,Hayate,Enzo","Murad,Eland'orr,Liliana,Capheny,Maloch","TeeMee,Keera,Omen,Alice","Valhein,Marja,Mganga,Natalya",FW
2025-03-09,GCS 2025 Spring GS,FW,BMG,"Qi,Nakroth,Sephera,Capheny,TeeMee","Yena,Aoi,Ignis,Valhein,Baldum","Bolt Baron,Billow,Omen,Roxie","Marja,Fennik,Iggy,Errol",FW
2025-03-09,GCS 2025 Spring GS,FW,BMG,"Yena,Keera,Liliana,Stuart,Ming","Skud,Fennik,Iggy,Elsu,Thane","Bolt Baron,Billow,Florentino,Maloch","Marja,TeeMee,Dolia,Enzo",BMG
2025-03-09,GCS 2025 Spring GS,FW,BMG,"Bolt Baron,Zuka,Raz,Violet,Arduin","Marja,Nakroth,Natalya,Stuart,Enzo","Valhein,TeeMee,Qi,Mganga","Fennik,Eland'orr,Omen,Liliana",FW
2025-03-09,AOG Spring 2025 GS1,SPN,FPL,"Marja,Enzo,Raz,Tel'Annas,Zip","Ryoma,Billow,Tulen,Violet,TeeMee","Maloch,Valhein,Qi,Stuart","Bolt Baron,Fennik,Omen,Murad",SPN
2025-03-09,AOG Spring 2025 GS1,SPN,FPL,"Charlotte,Eland'orr,Rouie,Stuart,TeeMee","Florentino,Murad,Ignis,Capheny,Toro","Billow,Maloch,Ryoma,Qi","Valhein,Bolt Baron,Mina,Omen",SPN
2025-03-09,AOG Spring 2025 GS1,SPN,FPL,"Airi,Keera,Maloch,Violet,Dolia","Omen,Bolt Baron,Rouie,Hayate,Arduin","Eland'orr,Billow,Enzo,Florentino","Valhein,Marja,Capheny,Laville",SPN
2025-03-09,RPL 2025 Summer - GS,FS,KOG,"Yena,Fennik,Ignis,Valhein,Grakk","Qi,Keera,Natalya,Tel'Annas,Y'bneth","Florentino,Raz,TeeMee,Riktor","Billow,Marja,Omen,Yan",FS
2025-03-09,RPL 2025 Summer - GS,FS,KOG,"Bolt Baron,Sephera,Natalya,Capheny,Arduin","Murad,Eland'orr,Ignis,Omen,Enzo","Raz,Stuart,Florentino,Ryoma","Valhein,Billow,Marja,Mina",FS
2025-03-09,RPL 2025 Summer - GS,FS,KOG,"Kil'Groth,Aoi,Iggy,Eland'orr,Wiro Sableng","Mina,Billow,Maloch,Laville,Dolia","Valhein,Raz,Capheny,Tel'Annas","Marja,Stuart,Florentino,Roxie",KOG
2025-03-09,RPL 2025 Summer - GS,FS,KOG,"Ryoma,Keera,Raz,Hayate,TeeMee","Marja,Zuka,Rouie,Violet,Arduin","Eland'orr,Stuart,Omen,Capheny","Valhein,Billow,Qi,Murad",FS
2025-03-09,AOG Spring 2025 GS1,TDT,1S,"Airi,Marja,Yue,Violet,TeeMee","Qi,Bolt Baron,Kahlii,Tel'Annas,Baldum","Valhein,Rouie,Omen,Iggy","Billow,Maloch,Ryoma,Eland'orr",1S
2025-03-09,AOG Spring 2025 GS1,TDT,1S,"Florentino,Murad,Liliana,Bright,Roxie","Biron,Ryoma,Dolia,Capheny,Maloch","Valhein,Rouie,Qi,Omen","Marja,Billow,Eland'orr,Fennik",1S
2025-03-09,AOG Spring 2025 GS1,TDT,1S,"Riktor,Keera,Iggy,Hayate,Enzo","Marja,Nakroth,Raz,Stuart,Ming","Rouie,Valhein,Omen,Capheny","TeeMee,Maloch,Qi,Ryoma",TDT
2025-03-09,AOG Spring 2025 GS1,TDT,1S,"Skud,Zuka,Raz,Valhein,Thane","Yena,Aoi,Tulen,Fennik,Y'bneth","Maloch,Rouie,Omen,Qi","TeeMee,Marja,Zip,Ming",1S
2025-03-09,AOG Spring 2025 GS1,TDT,1S,"Yena,Bolt Baron,Rouie,Stuart,Arduin","Florentino,Billow,Ignis,Violet,TeeMee","Maloch,Eland'orr,Raz,Qi","Marja,Valhein,Omen,Toro",TDT
2025-03-09,GCS 2025 Spring GS,HKA,ANK,"Billow,Ryoma,Ignis,Capheny,TeeMee","Biron,Eland'orr,Iggy,Qi,Thane","Rouie,Aoi,Elsu,Fennik","Bolt Baron,Maloch,Airi,Raz",HKA
2025-03-09,GCS 2025 Spring GS,HKA,ANK,"Omen,Eland'orr,Liliana,Fennik,Thane","Marja,Zuka,Yue,Valhein,Toro","Bolt Baron,Rouie,Mina,Ming","Maloch,TeeMee,Qi,Billow",HKA
2025-03-09,GCS 2025 Spring GS,HKA,ANK,"Florentino,Aoi,Iggy,Valhein,Toro","Ryoma,Keera,Ignis,Stuart,Omega","Marja,Maloch,Omen,Qi","Bolt Baron,TeeMee,Enzo,Skud",ANK
2025-03-09,GCS 2025 Spring GS,HKA,ANK,"Marja,Wonder Woman,Rouie,Stuart,Omega","Murad,Billow,Raz,Skud,Enzo","Bolt Baron,Valhein,Hayate,Qi","Maloch,TeeMee,Omen,Toro",HKA
2025-03-09,RPL 2025 Summer - GS,TLN,BRU,"Murad,Nakroth,Iggy,Violet,Aya","Mina,Fennik,Rouie,Hayate,Enzo","Valhein,Florentino,Omen,Qi","Billow,Marja,TeeMee,Ming",BRU
2025-03-09,RPL 2025 Summer - GS,TLN,BRU,"Skud,Aoi,Liliana,Stuart,Dolia","Charlotte,Keera,Diao Chan,Violet,TeeMee","Valhein,Bolt Baron,Qi,Omen","Billow,Marja,Florentino,Raz",BRU
2025-03-09,RPL 2025 Summer - GS,TLN,BRU,"Riktor,Keera,Rouie,Hayate,Roxie","Yena,Aoi,Maloch,Stuart,Aleister","Eland'orr,TeeMee,Alice,Florentino","Valhein,Marja,Arduin,Skud",BRU
2025-03-09,RPL 2025 Summer - GS,TLN,BRU,"Qi,Bolt Baron,Diao Chan,Capheny,Enzo","Ryoma,Yan,Liliana,Marja,Arduin","Valhein,Eland'orr,Stuart,Hayate","Billow,Rouie,Omen,Raz",TLN
2025-03-09,RPL 2025 Summer - GS,TLN,BRU,"Yena,Eland'orr,Natalya,Maloch,Alice","Roxie,Billow,Raz,Capheny,Dolia","Hayate,Murad,Ryoma,Zata","Marja,Valhein,Stuart,Qi",TLN
2025-03-08,AOG Spring 2025 GS1,BSS,BOX,"Ryoma,Aoi,Rouie,Fennik,Arduin","Qi,Marja,Liliana,Capheny,TeeMee","Valhein,Raz,Keera,Florentino","Bolt Baron,Billow,Stuart,Murad",BOX
2025-03-08,AOG Spring 2025 GS1,BSS,BOX,"Qi,Eland'orr,Tulen,Valhein,Roxie","Mina,Billow,Maloch,Fennik,Alice","Raz,Enzo,Dolia,Florentino","Bolt Baron,Marja,Zip,Liliana",BOX
2025-03-08,AOG Spring 2025 GS1,BSS,BOX,"Florentino,Zill,Raz,Hayate,Enzo","Bolt Baron,Eland'orr,Tulen,Stuart,Arduin","Valhein,TeeMee,Rouie,Liliana","Maloch,Marja,Billow,Murad",BOX
2025-03-08,RPL 2025 Summer - GS,HD,PSG,"Qi,Marja,Yue,Fennik,Enzo","Riktor,Billow,Zata,Hayate,Toro","Valhein,Rouie,Xeniel,TeeMee","Maloch,Eland'orr,Murad,Omen",HD
2025-03-08,RPL 2025 Summer - GS,HD,PSG,"Ryoma,Keera,Ignis,Violet,Toro","Yena,Marja,Natalya,Capheny,Grakk","Rouie,Valhein,TeeMee,Raz","Dolia,Enzo,Qi,Murad",HD
2025-03-08,RPL 2025 Summer - GS,HD,PSG,"Riktor,Bolt Baron,Tulen,Hayate,TeeMee","Omen,Aoi,Iggy,Violet,Ming","Billow,Rouie,Eland'orr,Marja","Maloch,Valhein,Murad,Florentino",HD
2025-03-08,RPL 2025 Summer - GS,HD,PSG,"Yena,Billow,Raz,Stuart,Roxie","Skud,Bolt Baron,Maloch,Fennik,Dolia","Rouie,Marja,Hayate,Florentino","Valhein,Eland'orr,Kil'Groth,Enzo",PSG
2025-03-08,GCS 2025 Spring GS,FW,ANK,"Florentino,Eland'orr,Iggy,Elsu,Roxie","Airi,Bright,Krixi,Slimz,Maloch","Valhein,Keera,Zuka,Hayate","Bolt Baron,TeeMee,Billow,Thane",FW
2025-03-08,GCS 2025 Spring GS,FW,ANK,"Riktor,Keera,Mganga,Hayate,Maloch","Biron,Aoi,Sephera,Capheny,Dolia","Valhein,Eland'orr,Alice,Omen","Bolt Baron,TeeMee,Raz,Qi",FW
2025-03-08,GCS 2025 Spring GS,FW,ANK,"Marja,Fennik,Tulen,Stuart,Y'bneth","Ryoma,Billow,Raz,Violet,Ming","Valhein,Maloch,Roxie,Qi","Bolt Baron,TeeMee,Omen,Charlotte",ANK
2025-03-08,GCS 2025 Spring GS,FW,ANK,"Yena,Aoi,Natalya,Capheny,Enzo","Marja,Fennik,Rouie,Murad,Omega","Valhein,Billow,Omen,Eland'orr","Bolt Baron,TeeMee,Qi,Maloch",ANK
2025-03-08,GCS 2025 Spring GS,FW,ANK,"Biron,Nakroth,Ignis,Valhein,Toro","Bolt Baron,Enzo,Yue,Stuart,Thane","TeeMee,Billow,Raz,Natalya","Maloch,Marja,Qi,Murad",FW
2025-03-08,AOG Spring 2025 GS1,SGP,FPL,"Skud,Wonder Woman,Raz,Fennik,Rouie","Yena,Billow,Ignis,Violet,Arduin","TeeMee,Maloch,Florentino,Ming","Valhein,Bolt Baron,Toro,Roxie",SGP
2025-03-08,AOG Spring 2025 GS1,SGP,FPL,"Yena,Billow,Tulen,Violet,TeeMee","Riktor,Keera,Raz,Stuart,Enzo","Maloch,Rouie,Aoi,Skud","Valhein,Bolt Baron,Hayate,Qi",SGP
2025-03-08,AOG Spring 2025 GS1,SGP,FPL,"Maloch,Marja,Liliana,Capheny,Ming","Ryoma,Bolt Baron,Natalya,Hayate,Roxie","Valhein,Rouie,Murad,Qi","TeeMee,Raz,Alice,Dolia",SGP
2025-03-08,RPL 2025 Summer - GS,BAC,KOG,"Florentino,Eland'orr,Natalya,Murad,Zip","Marja,Ryoma,Rouie,Stuart,Enzo","Maloch,Bolt Baron,Raz,Krixi","Valhein,TeeMee,Liliana,Iggy",BAC
2025-03-08,RPL 2025 Summer - GS,BAC,KOG,"Skud,Marja,Ignis,Hayate,Rouie","Qi,Keera,Yue,Valhein,Grakk","Bolt Baron,Maloch,Raz,Natalya","Stuart,Billow,Omen,TeeMee",BAC
2025-03-08,RPL 2025 Summer - GS,BAC,KOG,"Maloch,Fennik,Raz,Bolt Baron,Ming","Murad,Billow,Liliana,Hayate,TeeMee","Eland'orr,Valhein,Florentino,Roxie","Marja,Enzo,Stuart,Capheny",BAC
2025-03-08,AOG Spring 2025 GS1,1S,SPN,"Yena,Eland'orr,Iggy,Stuart,Wiro Sableng","Biron,Keera,Natalya,Marja,Grakk","Valhein,Rouie,Laville,Qi","Billow,Bolt Baron,Arduin,Dolia",1S
2025-03-08,AOG Spring 2025 GS1,1S,SPN,"Marja,Aoi,Liliana,Hayate,Y'bneth","Ryoma,Billow,Iggy,Elsu,Thane","Rouie,Valhein,Qi,Omen","Stuart,Eland'orr,Enzo,Murad",1S
2025-03-08,AOG Spring 2025 GS1,1S,SPN,"Qi,Nakroth,Raz,Valhein,Zip","Airi,Enzo,Maloch,Fennik,Dolia","Rouie,TeeMee,Keera,Florentino","Billow,Marja,Murad,Eland'orr",SPN
2025-03-08,AOG Spring 2025 GS1,1S,SPN,"Maloch,Yan,Violet,Rouie,TeeMee","Skud,Bolt Baron,Raz,Stuart,Y'bneth","Marja,Valhein,Hayate,Florentino","Eland'orr,Billow,Keera,Omen",1S
2025-03-08,GCS 2025 Spring GS,ONE,DCG,"Yena,Billow,Liliana,Elsu,TeeMee","Lu Bu,Aoi,Alice,Stuart,Baldum","Rouie,Maloch,Omen,Qi","Bolt Baron,Marja,Florentino,Skud",DCG
2025-03-08,GCS 2025 Spring GS,ONE,DCG,"Riktor,Fennik,Rouie,Hayate,Wiro Sableng","Murad,Eland'orr,Ignis,Marja,TeeMee","Maloch,Stuart,Qi,Capheny","Bolt Baron,Valhein,Omen,Mina",DCG
2025-03-08,GCS 2025 Spring GS,ONE,DCG,"Qi,Keera,Raz,Capheny,Thane","Airi,Billow,Iggy,Fennik,Toro","Maloch,TeeMee,Omen,Florentino","Bolt Baron,Rouie,Roxie,Baldum",ONE
2025-03-08,GCS 2025 Spring GS,ONE,DCG,"Biron,Aoi,Ignis,Stuart,Enzo","Riktor,Keera,Raz,Valhein,Arduin","Rouie,Bolt Baron,Qi,Roxie","Maloch,TeeMee,Omen,Florentino",DCG
2025-03-08,RPL 2025 Summer - GS,eA,FS,"Yena,Yan,Liliana,Capheny,TeeMee","Florentino,Keera,Ignis,Laville,Wiro Sableng","Stuart,Eland'orr,Tel'Annas,Xeniel","Valhein,Billow,Murad,Airi",eA
2025-03-08,RPL 2025 Summer - GS,eA,FS,"Skud,Keera,Raz,Hayate,Thane","Bolt Baron,Aoi,Liliana,Fennik,Enzo","Stuart,Eland'orr,Omen,Florentino","Valhein,Billow,Roxie,Capheny",eA
2025-03-08,RPL 2025 Summer - GS,eA,FS,"Qi,Eland'orr,Lorion,Bolt Baron,Enzo","Marja,Billow,Rouie,Hayate,Toro","Valhein,Stuart,Omen,Murad","Raz,TeeMee,Roxie,Natalya",eA
2025-03-08,RPL 2025 Summer - GS,eA,FS,"Marja,Errol,Iggy,Stuart,Dolia","Qi,Yan,Raz,Capheny,TeeMee","Maloch,Billow,Keera,Eland'orr","Valhein,Bolt Baron,Aoi,Alice",FS
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Florentino,Keera,Diao Chan,Violet,TeeMee","Yena,Bolt Baron,Rouie,Hayate,Arduin","Billow,Enzo,Toro,Omen","Valhein,Maloch,Murad,Qi",BOX
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Omen,Aoi,Sephera,Hayate,Dolia","Murad,Zuka,Maloch,Capheny,Alice","Billow,Enzo,Bolt Baron,Yena","Valhein,Rouie,Florentino,Qi",BOX
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Mina,Billow,Raz,Fennik,Cresht","Riktor,Eland'orr,Iggy,Valhein,Thane","Marja,Enzo,Bolt Baron,Keera","Maloch,Rouie,Omega,Xeniel",TDT
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Marja,Eland'orr,Iggy,Stuart,Toro","Florentino,Tulen,Liliana,Fennik,TeeMee","Billow,Valhein,Bolt Baron,Keera","Maloch,Rouie,Murad,Mganga",BOX
2025-03-07,AOG Spring 2025 GS1,TDT,BOX,"Skud,Bolt Baron,Liliana,Elsu,Thane","Qi,Yan,Raz,Stuart,Ming","Eland'orr,Maloch,Omen,Florentino","Valhein,Marja,Krizzix,Roxie",TDT
2025-03-07,RPL 2025 Summer - GS,PSG,TLN,"Murad,Marja,Natalya,Fennik,Toro","Roxie,Eland'orr,Aleister,Capheny,Enzo","Bolt Baron,Billow,Ignis,Diao Chan","Valhein,Rouie,Mina,Grakk",PSG
2025-03-07,RPL 2025 Summer - GS,PSG,TLN,"Ryoma,Bolt Baron,Alice,Stuart,Dolia","Qi,Marja,Krixi,Fennik,Maloch","Valhein,Eland'orr,Enzo,Omen","Rouie,Florentino,Murad,Capheny",PSG
2025-03-07,RPL 2025 Summer - GS,PSG,TLN,"Qi,Billow,Zata,Hayate,Xeniel","Yan,Keera,Raz,Stuart,Ming","Eland'orr,Maloch,Bolt Baron,Omen","Marja,Valhein,Grakk,Krizzix",PSG
2025-03-07,AOG Spring 2025 GS1,BSS,FL,"Qi,Enzo,Natalya,Valhein,Zip","Skud,Aoi,Maloch,Hayate,Dolia","Billow,Raz,Fennik,Elsu","TeeMee,Rouie,Florentino,Eland'orr",FL
2025-03-07,AOG Spring 2025 GS1,BSS,FL,"Omen,Aoi,Raz,Stuart,Roxie","Biron,Keera,Iggy,Capheny,Toro","Billow,Maloch,Qi,Skud","TeeMee,Valhein,Yan,Mina",FL
2025-03-07,AOG Spring 2025 GS1,BSS,FL,"Riktor,Billow,Tulen,Capheny,Ming","Florentino,Butterfly,Rouie,Stuart,Krizzix","Valhein,Raz,Mina,Y'bneth","Maloch,TeeMee,Marja,Ignis",FL
2025-03-07,AOG Spring 2025 GS1,1S,SGP,"Murad,Billow,Liliana,Fennik,Omega","Yena,Keera,Raz,Valhein,Enzo","Maloch,Marja,Zip,Aoi","Rouie,TeeMee,Skud,Rouie",1S
2025-03-07,AOG Spring 2025 GS1,1S,SGP,"Riktor,Marja,Raz,Slimz,Mina","Ryoma,Wonder Woman,Rouie,Eland'orr,Arduin","Maloch,Billow,Toro,Enzo","Valhein,TeeMee,Capheny,Krizzix",1S
2025-03-07,AOG Spring 2025 GS1,1S,SGP,"Biron,Nakroth,Ignis,Stuart,Enzo","Skud,Zuka,Liliana,Hayate,TeeMee","Valhein,Bolt Baron,Riktor,Keera","Marja,Rouie,Ming,Florentino",1S
2025-03-06,AOG Spring 2025 GS1,BOX,SPN,"Bolt Baron,Billow,Iggy,Elsu,Xeniel","Airi,Nakroth,Raz,Stuart,Enzo","Maloch,TeeMee,Murad,Ming","Valhein,Eland'orr,Toro,Arduin",BOX
2025-03-06,AOG Spring 2025 GS1,BOX,SPN,"Yena,Zephys,Liliana,Capheny,TeeMee","Omen,Eland'orr,Rouie,Marja,Toro","Maloch,Valhein,Stuart,Murad","Billow,Bolt Baron,Qi,Mina",BOX
